"name","iata_code","country_code"
"Orange Municipal Airport",NA,"US"
"Orange Airport","OAG","AU"
"Orange Walk Airport","ORZ","BZ"
"Orangeburg Municipal Airport","OGB","US"
"Oranjemund Airport","OMD","NA"
"Orapa Airport","ORP","BW"
"Orbost Airport","RBS","AU"
"Orcadas Base",NA,"AQ"
"Orcas Island Airport","ESD","US"
"Orchid Beach Airport","OKB","AU"
"La Orchila",NA,"VE"
"Orchimont Airport",NA,"BE"
"Orcopampa Airport",NA,"PE"
"Ord River Airport","ODR","AU"
"Ordos Ejin Horo Airport","DSN","CN"
"Orellana Airport",NA,"PE"
"Öresten Airport",NA,"SE"
"Orestes Acosta Airport","MOA","CU"
"Oria","OTY","PG"
"Oriçanga de Abreu Airport",NA,"BR"
"Orielton Airport",NA,"AU"
"Orient Glider Airport",NA,"ZA"
"Orient Well Airport",NA,"AU"
"Orientos Airport","OXO","AU"
"Orinduik Airport","ORJ","GY"
"Órion Helipad",NA,"BR"
"Oripää Airfield",NA,"FI"
"Oristano-Fenosu Airport","FNU","IT"
"Orito Airport",NA,"CO"
"Oritupano",NA,"VE"
"Oriximina Airport","ORX","BR"
"Orkney",NA,"ZA"
"Orla 62 Helipad",NA,"BR"
"Orland Airport","OLA","NO"
"Orlando Chesini Ometto Airport",NA,"BR"
"Matupa Airport","MBK","BR"
"Orléans-Bricy (BA 123) Air Base",NA,"FR"
"Orleans Farm Airport",NA,"AU"
"Ormara Airport","ORW","PK"
"Ormoc Airport","OMC","PH"
"Ormond Beach Municipal Airport",NA,"US"
"Ornate Lake - St Lucia Airport",NA,"ZA"
"OErnskoeldsvik Airport","OER","SE"
"Oro Negro Airport","CBS","VE"
"Orocue Airport","ORC","CO"
"Orodara Airport",NA,"BF"
"Orr Regional Airport",NA,"US"
"Orroroo Airport",NA,"AU"
"Orsa",NA,"SE"
"Þórsmörk Airport",NA,"IS"
"Orsta-Volda Airport, Hovden","HOV","NO"
"Ortonville, Ortonville Muncipal-Martinson Field Airport",NA,"US"
"Ortosíntese Helipad",NA,"BR"
"Uruzgan","URZ","AF"
"Oryol Yuzhny Airport","OEL","RU"
"Os Bandeirantes Heliport",NA,"BR"
"Os Vaksinen Ulven Airport",NA,"NO"
"Osan Air Base","OSN","KR"
"Osborne Mine Airport","OSO","AU"
"Caracas / Oscar Macha",NA,"VE"
"Oschatz",NA,"DE"
"Oschersleben Airfield","FRF","DE"
"Oscoda-Wurtsmith Airport","OSC","US"
"Oseberg C Platform",NA,"NO"
"Oseberg East Platform",NA,"NO"
"Oseberg A Platform",NA,"NO"
"Oseberg South Platform",NA,"NO"
"Oshakati Airport","OHI","NA"
"Oshima Airport","OIM","JP"
"Oshogbo",NA,"NG"
"Oshwe Airport",NA,"CD"
"Cepin",NA,"HR"
"Oskaloosa Municipal Airport","OOA","US"
"Oskarshamn Airport","OSK","SE"
"Oslo Heliport, Rikshospitalet",NA,"NO"
"Oslo Heliport, Ullevaal",NA,"NO"
"Osmanabad Airport","OMN","IN"
"Osmani International Airport","ZYL","BD"
"Osona Airstrip",NA,"NA"
"Osório Airport",NA,"BR"
"Pampa Alegre",NA,"CL"
"Ossima Airport","OSG","PG"
"Ossora",NA,"RU"
"Ostafyevo International Airport","OSF","RU"
"Ostrów Wielkopolski Michałków Airport",NA,"PL"
"Acarigua","AGV","VE"
"Oswego County Airport",NA,"US"
"Ota Air Base",NA,"PT"
"Otaki Airport",NA,"NZ"
"Othawa Airport",NA,"ZA"
"Otjiwarongo","OTJ","NA"
"Otocac",NA,"HR"
"Carp Airport",NA,"CA"
"Ottawa / Dwyer Hill Heliport",NA,"CA"
"Gatineau-Ottawa Executive Airport","YND","CA"
"Ottawa Municipal Airport",NA,"US"
"Ottawa / Rockcliffe Seaplane Base","TR7","CA"
"Ottawa / Rockcliffe Airport","YRO","CA"
"Ottengruner Heide",NA,"DE"
"Ottenschlag Airport",NA,"AT"
"Ottosdal Airport",NA,"ZA"
"Ottumwa Industrial Airport","OTM","US"
"Oua Tom Airport",NA,"NC"
"Ouaco Airport",NA,"NC"
"Ouadda Airport","ODA","CF"
"Ouahigouya Airport","OUG","BF"
"Bechar Airport",NA,"DZ"
"Ouallam Airport",NA,"NE"
"Ouanda Djalle Airport","ODJ","CF"
"Ouango Fitini Airport","OFI","CI"
"Ouargaye Airport",NA,"BF"
"Oud-Heverlee/Blanden Heliport",NA,"BE"
"Oudomsay Airport","ODY","LA"
"Oudtshoorn Airport","OUH","ZA"
"Ushant Airport",NA,"FR"
"Ouesso","OUE","CG"
"Ouezzane Airport",NA,"MA"
"Oulun University Hospital Heliport",NA,"FI"
"Oum Airstrip",NA,"PG"
"Oum el Bouaghi Airport","QMH","DZ"
"Oum Hadjer Airport","OUM","TD"
"Ourdel Airport",NA,"AU"
"Ouricuri",NA,"BR"
"Ourilandia","OIA","BR"
"Ourinhos Airport","OUS","BR"
"Ouro Fino Airport","0","BR"
"Ouro Fino Airport",NA,"BR"
"Ouro Negro Heliport",NA,"BR"
"Ouro Sogui Airport","MAX","SN"
"Ouro Verde Heliport",NA,"BR"
"Ouroland Airport",NA,"BR"
"Outeiros da Brisas Airport",NA,"BR"
"Outer Skerries Airport","OUK","GB"
"Outjo Airport",NA,"NA"
"Ouvea Ouloup Airport","UVE","NC"
"Ouyen Airport","OYN","AU"
"Ouzinkie Airport","KOZ","US"
"Ovar Airport",NA,"PT"
"Ovda Airport","VDA","IL"
"AFB Overberg","OVG","ZA"
"Overboelare",NA,"BE"
"Överkalix Airport",NA,"SE"
"Overturf Field",NA,"US"
"Owando Airport","FTX","CG"
"Owatonna Degner Regional Airport","OWA","US"
"Owen Sound / Billy Bishop Regional Airport","YOS","CA"
"Oxford House Airport","YOH","CA"
"Oxley Station Airport",NA,"AU"
"Oxy A 103 Airport",NA,"LY"
"Oyem Airport","OYE","GA"
"Oyo Ollombo Airport","OLL","CG"
"Ozark Regional Airport","WMH","US"
"Ozerne International",NA,"UA"
"Ozona Municipal Airport","OZA","US"
"Ozuki Ab",NA,"JP"
"Klerksdorp Airport","KXE","ZA"
"A P Hill Army Airfield (Fort A P Hill)","APH","US"
"Pa Ju (G 110) Airport",NA,"KR"
"Paa-Piu Airport",NA,"BR"
"Paapiu Novo Airport",NA,"BR"
"Paarl East Airport",NA,"ZA"
"Pablo L. Sidar Airport","AZG","MX"
"Pacasmayo Airport",NA,"PE"
"Pace Nolf Heliport",NA,"US"
"Pochalla Airport",NA,"SS"
"Pachiza Airport",NA,"PE"
"Pacific Haven Airport",NA,"AU"
"Pacific City State Airport","PFC","US"
"Del Pacifico Heliport",NA,"CL"
"Pacu Airport",NA,"BR"
"Paderborn-Haxterberg",NA,"DE"
"Padilla Airport",NA,"BO"
"Padre Américo Hospital Helipad",NA,"PT"
"Padthaway Station Airport",NA,"AU"
"Paekado Helipad",NA,"KR"
"Pagadian Airport","PAG","PH"
"Page Field","FMY","US"
"Pageland Airport",NA,"US"
"Pagrisa Airport",NA,"BR"
"Paiela Airport","PLE","PG"
"Paihia Private Airport",NA,"NZ"
"Päijät-Hämeen Central Hospital Heliport",NA,"FI"
"Paita Airport",NA,"PE"
"Pajala Airport","PJA","SE"
"Pakhokku Airport","PKK","MM"
"Pakse International Airport","PKZ","LA"
"Pakuba Airport","PAF","UG"
"Pakyong Airport","PYG","IN"
"Pala","PLF","TD"
"Palácio das Mangabeiras Heliport",NA,"BR"
"Palácio do Governo do Estado do Amazonas Heliport",NA,"BR"
"Palácio dos Bandeirantes Heliport",NA,"BR"
"Palácio Tiradentes Heliport",NA,"BR"
"Palacios","PCH","HN"
"Palacios Municipal Airport","PSX","US"
"Palana Airport",NA,"RU"
"Palanan Airport",NA,"PH"
"Palapye Airport","QPH","BW"
"Palaw Airport",NA,"MM"
"Palcazú Airport",NA,"PE"
"Palenque International Airport","PQM","MX"
"Palermo Boccadifalco",NA,"IT"
"Palestine Municipal Airport","PSN","US"
"Paletwa Airport",NA,"MM"
"Palimiú Airport",NA,"BR"
"Palm Beach County Glades Airport","PHK","US"
"Palm Beach County Park Airport","LNA","US"
"Palm Beach Seaplane Base","LBH","AU"
"Palm Island Airport","PMK","AU"
"Palma Airport","LMZ","MZ"
"Palma Del Río Airport",NA,"ES"
"Palma Heliport",NA,"BR"
"Palma Sola Airport",NA,"VE"
"Palmar Airport",NA,"BO"
"Palmar Sur Airport","PMZ","CR"
"Palmares Airport",NA,"BR"
"Palmares Airport",NA,"BR"
"Palmarito Airport","PTM","VE"
"Palmas del Espino Airport",NA,"PE"
"Palmas Airport",NA,"BR"
"Palmdale United States Air Force Plant 42 Airport","PMD","US"
"Palmeira das Missões Airport",NA,"BR"
"Palmeiras do Javari Airport",NA,"BR"
"Palmeiras de Goiás Airport",NA,"BR"
"Palmeiras Airport",NA,"BR"
"Palmer Airport",NA,"AU"
"Palmers Island/Yamba Airport",NA,"AU"
"Palmerston North Hospital Heliport",NA,"NZ"
"Palmerston North Airport","PMR","NZ"
"Palmira Airport",NA,"BO"
"Palmyra Airstrip",NA,"AU"
"Palmyra Airfield",NA,"UM"
"Palmyra","PMS","SY"
"Lolol Palo Alto Airport",NA,"CL"
"Palo Arco",NA,"CR"
"Palo Verde Airport",NA,"BR"
"Palo Verde Airport","SRL","MX"
"Palotina Airport",NA,"BR"
"Paluknys Heli Base",NA,"LT"
"Palumpa Airport",NA,"AU"
"Gorkha Palungtar Airport","GKH","NP"
"Pama Airport","XPA","BF"
"Pamiers-Les Pujols",NA,"FR"
"Pamol Airport","PAY","MY"
"Pampa Grande Airport",NA,"PE"
"Pampa Guanaco Airport","DPB","CL"
"Pampa Hermosa Airport",NA,"PE"
"Panagarh Air Force Station",NA,"IN"
"Panakawa Airport",NA,"PG"
"Howard Air Force Base (historical)","BLB","PA"
"Pancevo Airport","QBG","RS"
"Panco I Heliport",NA,"BR"
"Panco II Heliport",NA,"BR"
"Panco 9 Heliport",NA,"BR"
"Pandamatenga Airport",NA,"BW"
"Pandie Pandie Airport","PDE","AU"
"Pandora",NA,"CR"
"Panensky Tynec",NA,"CZ"
"Panevėžys Airport",NA,"LT"
"Panevėžys Istra Airport",NA,"LT"
"Pajuostis Air Base","PNV","LT"
"Pangia Airport","PGN","PG"
"Pangnirtung Airport","YXP","CA"
"Pangoa Airport","PGB","PG"
"Pangsuma Airport","PSU","ID"
"Panguilemo Airport","TLX","CL"
"Panguipulli Airport",NA,"CL"
"Panguitch Municipal Airport","PNU","US"
"Panilonco Airport",NA,"CL"
"Panimavida Airport",NA,"CL"
"Panjgur Airport","PJG","PK"
"Pannawonica Airport",NA,"AU"
"Panola County Airport",NA,"US"
"Panorama Airport",NA,"BR"
"Pantnagar Airport","PGH","IN"
"Pão de Açúcar Heliport",NA,"BR"
"Paoua Airport",NA,"CF"
"Papa Kilo Airport",NA,"CR"
"Pápa Air Base",NA,"HU"
"Papa Stour Airport","PSV","GB"
"Papageno Airport",NA,"CL"
"Papaiz Heliport",NA,"BR"
"International Paper Luís Antônio Heliport",NA,"BR"
"Papudo Heliport",NA,"CL"
"Papunya Airport",NA,"AU"
"Paquetá Heliport",NA,"BR"
"Pará de Minas Airport",NA,"BR"
"Paraburdoo Airport","PBO","AU"
"Paracatu Airport",NA,"BR"
"Parachinar Airport","PAJ","PK"
"Paracin Airport",NA,"RS"
"Base de Paracuru Heliport",NA,"BR"
"Parada Havan Heliport",NA,"BR"
"Paradise Beach Airport",NA,"ZA"
"Paradise Golf Heliport",NA,"BR"
"Santa Carolina Airport","NTC","MZ"
"Parafuri Airstrip",NA,"BR"
"Paragominas Airport",NA,"BR"
"La Paragua Airport",NA,"VE"
"Paraguaçu Airport","0","BR"
"Paraguaçu Paulista Airport",NA,"BR"
"Paraíso do Tocantins Airport",NA,"BR"
"West Auckland Airport",NA,"NZ"
"Parakou Airport","PKO","BJ"
"Parakylia Airport",NA,"AU"
"Param","PPX","PG"
"Paramakotoi","PMT","GY"
"San Cristobal Paramillo Airport","SCI","VE"
"Paramirim Airport",NA,"BR"
"Paramonga",NA,"PE"
"Paranaiba","PBB","BR"
"Cerro Paranal Airport",NA,"CL"
"Paranavai Airport","PVI","BR"
"Paraparaumu Airport","PPQ","NZ"
"Parasi Airport","PRS","SB"
"Paratebueno Airfield","EUO","CO"
"Parati Airport",NA,"BR"
"Paray-le-Monial",NA,"FR"
"Pardoo Airport","PRD","AU"
"Paredão da Serra Airport",NA,"BR"
"Marchiguee Paredes Viejas Airport",NA,"CL"
"Parent Airport",NA,"CA"
"Parí Cachoeira Airport",NA,"BR"
"Pariaguán Airport",NA,"VE"
"Parintins Airport","PIN","BR"
"Paris Issy-les-Moulineaux Heliport","JDP","FR"
"Park Falls Municipal Airport","PKF","US"
"Park Rapids Municipal-Konshok Field Airport","PKD","US"
"Parker County Airport","WEA","US"
"Parkes Hospital Helipad",NA,"AU"
"Parkes Airport","PKE","AU"
"Parkway Heliport",NA,"BR"
"Parndana","PDN","AU"
"Paernu Airport","EPU","EE"
"Parque Barigui Heliport",NA,"BR"
"Parque De Bomberos De Orriols Heliport",NA,"ES"
"Parque Cidade Heliport",NA,"BR"
"Parque Cultural Paulista Heliport",NA,"BR"
"Parque do Peão Mussa Calil Neto Heliport",NA,"BR"
"Parque Dom Pedro Heliport",NA,"BR"
"Parque Fazenda Bom Futuro Airport",NA,"BR"
"Parque De Garraf-Sitges Heliport",NA,"ES"
"Parque Manoelito Argolo Airport",NA,"BR"
"Parque Paulista Heliport",NA,"BR"
"Parry Sound Area Municipal Airport","YPD","CA"
"Parry Sound/Frying Pan Island-Sans Souci Water Aerodrome","YSI","CA"
"Parsabad-Moghan Airport","PFQ","IR"
"Paruma Airport","PRR","GY"
"La Parva Heliport",NA,"CL"
"Parys",NA,"ZA"
"The Pas Airport","YQD","CA"
"Pasighat Airport","IXT","IN"
"Pasir Pangaraan Airport","PPR","ID"
"Pasni Airfield","PSI","PK"
"Paso Caballos Airport","PCG","GT"
"Paso De Los Indios Airport",NA,"AR"
"Paso de los Libres Airport","AOL","AR"
"Passa Tempo Airport",NA,"BR"
"Passikudah Helipad","PQD","LK"
"Pastos Bons Airport","0","BR"
"Patchewollock Airport",NA,"AU"
"Pathankot Airport","IXP","IN"
"Pathein Airport","BSX","MM"
"Patiala Airport",NA,"IN"
"Pátio de Treinamento da HSE - TRAINING Heliport",NA,"BR"
"Patjarr Airport",NA,"AU"
"Patos de Minas Airport","POJ","BR"
"Patos",NA,"BR"
"Patreksfjordur Airport","PFJ","IS"
"Patria Airport",NA,"PE"
"Patriot Hills Airport",NA,"AQ"
"Patrocínio Airport","0","BR"
"Pattani","PAN","TH"
"Pattonville Airport",NA,"DE"
"Patuca Airport",NA,"EC"
"Naval Air Station Patuxent River","NHK","US"
"Pau D`Arco Airport",NA,"BR"
"Pauanui Beach Glider Airport",NA,"NZ"
"Pauk Airport","PAU","MM"
"Paulatuk (Nora Aliqatchialuk Ruben) Airport","YPC","CA"
"Paulista Capital Plaza - The Flat Heliport",NA,"BR"
"Paulistana Airport",NA,"BR"
"Paulo Afonso Airport","PAV","BR"
"Pauls Valley Municipal Airport",NA,"US"
"Pavullo Airport",NA,"IT"
"Paxson Airport",NA,"US"
"Paya Lebar Airport","QPG","SG"
"Payam International Airport","PYK","IR"
"Payasito Airport",NA,"HN"
"Payerne Airport",NA,"CH"
"Paynes Find Airport",NA,"AU"
"Paynesville Municipal Airport",NA,"US"
"Payo Airport",NA,"EC"
"Payson Airport","PJB","US"
"Paz de Ariporo","PZA","CO"
"La Paz Airport",NA,"VE"
"PCDF Heliport",NA,"BR"
"PCH Buriti Airport",NA,"BR"
"PCH Garganta da Jararaca Airport",NA,"BR"
"PCH Paranatinga II Airport",NA,"BR"
"Peace River Airport","YPE","CA"
"Atlanta Regional Airport",NA,"US"
"Peak Hill Hospital Helipad",NA,"AU"
"Peak Hill Airport",NA,"AU"
"Peak Hill Airport",NA,"AU"
"Peake Airport",NA,"AU"
"Pearl Island Airport",NA,"MM"
"Pearland Regional Airport",NA,"US"
"Pearson Airpark",NA,"US"
"Peawanuck Airport","YPO","CA"
"Pebane","PEB","MZ"
"Pebas Airport",NA,"PE"
"Pechora Airport","PEX","RU"
"Pecos Municipal Airport","PEQ","US"
"Pedernales Airport","PDZ","VE"
"Pedernales Airport",NA,"EC"
"Pederneiras Airport",NA,"BR"
"Pedra Azul Airport",NA,"BR"
"Pedra Branca Airport",NA,"BR"
"Pedra do Sino Heliport",NA,"BR"
"Pedra Preta Airport",NA,"BR"
"Pedra Airport",NA,"BR"
"Pedraza La Vieja Airport",NA,"VE"
"Pedreira Pombal Fazenda Recanto Heliport",NA,"BR"
"Pedreira Sargon Heliport",NA,"BR"
"La Pedrera Airport","LPD","CO"
"Pedro Afonso Airport",NA,"BR"
"Pedro Bay Airport","PDB","US"
"Pedro Carbo Airport",NA,"EC"
"Pedro da Costa Lima Airport",NA,"BR"
"Pedro Simões Pimenta Airport",NA,"BR"
"Pedro Teixeira Castelo Regional Airport","JTA","BR"
"Combarbala Airport",NA,"CL"
"Peenemuende","PEF","DE"
"Pegnitz-Zipser Berg",NA,"DE"
"Pegoraro Joaçaba Heliport",NA,"BR"
"Peijaksen Hospital Heliport",NA,"FI"
"Pelabuhan Ratu Airport",NA,"ID"
"Pelaneng Airport","PEL","LS"
"Pelayo Prats Gill Airstrip",NA,"PY"
"Pelayo",NA,"VE"
"Pelee Island Airport",NA,"CA"
"Pelican Seaplane Base","PEC","US"
"Cogoti La Pelicana Airport",NA,"CL"
"Pelicano Airport",NA,"CL"
"Pella Municipal Airport",NA,"US"
"Pelluco Heliport",NA,"CL"
"Pellworm Field",NA,"DE"
"Pelon Nuevo",NA,"CR"
"Pematang Siantar",NA,"ID"
"Pemba / Karume Airport","PMA","TZ"
"Pemba Airport","POL","MZ"
"Pemberton Airport",NA,"CA"
"Pembina Municipal Airport","PMB","US"
"Pembrey Airport",NA,"GB"
"Pemo Airport",NA,"CG"
"Penápolis Airport",NA,"BR"
"Peñas Blancas Airport",NA,"CR"
"Pender Harbour Waterdrome","YPT","CA"
"Pendopo Airport","PDO","ID"
"Penedo",NA,"BR"
"Penfield Airfield",NA,"AU"
"Pengkalan Hulu Airport",NA,"MY"
"Península Heliport",NA,"BR"
"Penn Yan Airport",NA,"US"
"Penneshaw Airport","PEA","AU"
"Pennewitz Airport",NA,"DE"
"Pennridge Airport",NA,"US"
"Penong Airport","PEY","AU"
"Naval Air Station Pensacola","NPA","US"
"Pentagon Army Heliport","JPN","US"
"Pepa Airport",NA,"CD"
"Peppimenarti Airport","PEP","AU"
"Perai Tepuy Airport","PPH","VE"
"Perales Airport, El Salado","IBE","CO"
"Perales Airport",NA,"CL"
"La Perdiz - Torre De Juan Abad Airport",NA,"ES"
"Pereira Alvim Heliport",NA,"BR"
"Perenjori Airport",NA,"AU"
"Pergamino Aeroclub",NA,"AR"
"Perigueux - Bassillac Airport","PGX","FR"
"Perisher Valley Medical Centre Helipad",NA,"AU"
"Perito Moreno Airport","PMQ","AR"
"Peronne-St Quentin Airport","XSJ","FR"
"Perouges-Meximieux",NA,"FR"
"Perranporth Airfield",NA,"GB"
"Perry County Municipal Airport",NA,"US"
"Perry-Foley Airport","FPY","US"
"Perry-Houston County Airport",NA,"US"
"Perry Lefors Field","PPA","US"
"Perry Municipal Airport","PRO","US"
"Perry Island Seaplane Base","PYL","US"
"Perry Stokes Airport","TAD","US"
"Perryton, Perryton Ochiltree County Airport",NA,"US"
"Perryville Airport","KPV","US"
"Persan-Beaumont",NA,"FR"
"Persian Gulf International Airport","PGU","IR"
"Pertominsk Airport",NA,"RU"
"Petrozavodsk","PES","RU"
"Pesqueira Airport",NA,"BR"
"Pesqueiro Xingu Airport",NA,"BR"
"Pestovo Airfield",NA,"RU"
"Pesurca",NA,"VE"
"Petauke Airport",NA,"ZM"
"Petawawa Airport","YWA","CA"
"Peterborough Business Airport",NA,"GB"
"Peterborough/Sibson Airport",NA,"GB"
"Peterborough Airport",NA,"AU"
"Peterborough Airport","YPQ","CA"
"Peterborough Airport",NA,"AU"
"Peterhead Heliport",NA,"GB"
"Petit",NA,"ZA"
"Petit Jean Park Airport","MPJ","US"
"Petrobrás Refinaria de Paulínea Replan Heliport",NA,"BR"
"Petrobrás - São José dos Campos Heliport",NA,"BR"
"Petrojarl Varg Platform",NA,"NO"
"Petrusville",NA,"ZA"
"Peulla Airport",NA,"CL"
"Peumo Airport",NA,"CL"
"Pevek Airport","PWE","RU"
"Pfaffnau Heliport",NA,"CH"
"Pfarrkirchen",NA,"DE"
"Pfullendorf",NA,"DE"
"Phalsbourg-Bourscheid",NA,"FR"
"Phan Rang Air Base","PHA","VN"
"Phan Thiet Airport","PHH","VN"
"Phanom Sarakham Airport","PMM","TH"
"Phaplu Airport","PPL","NP"
"Phayao Ban Chiang Kham Airport",NA,"TH"
"Phetchabun Airport","PHY","TH"
"Phibraki Airport",NA,"CD"
"Phifer Airfield","EAN","US"
"Philadelphia Municipal Airport",NA,"US"
"Philip Billard Municipal Airport","TOP","US"
"Philip Municipal Airport","PHP","US"
"Phillip Island Airport",NA,"AU"
"Phillips Army Airfield","APG","US"
"Phillipsburg Municipal Airport",NA,"US"
"Phoenix Deer Valley Airport","DVT","US"
"Phoenix Airfield",NA,"AQ"
"Phonesavanh Airport",NA,"LA"
"Phonngbyin Airport",NA,"MM"
"Photharam Airport",NA,"TH"
"Phrae Airport","PRH","TH"
"Phu Cat Airport","UIH","VN"
"Phu Quoc International Airport","PQC","VN"
"Pia Airport",NA,"AU"
"Piacenza-San Damiano Air Base",NA,"IT"
"Pian Rosà",NA,"IT"
"Pias Airport",NA,"PE"
"Piatã Airport","0","BR"
"Piaus Airport",NA,"BR"
"Pibor Airport",NA,"SS"
"Picacho Stagefield Heliport",NA,"US"
"Piçarrão Airport",NA,"BR"
"Picayune Municipal Airport",NA,"US"
"Pichidangui Airport",NA,"CL"
"Pichilemu Aerodrome",NA,"CL"
"Pickaway County Memorial Airport",NA,"US"
"Pickens County Airport",NA,"US"
"Pickens County Airport","LQK","US"
"Pickertaramoor Airstrip",NA,"AU"
"Pickle Lake Airport","YPL","CA"
"Pico Airport","PIX","PT"
"Picos Airport","PCS","BR"
"Picota Airport",NA,"PE"
"Picton Aerodrome","PCN","NZ"
"Piedmont Municipal Airport",NA,"US"
"Piedra Del Aguila Airport",NA,"AR"
"Piedra Negra Airport",NA,"CL"
"Pieksämäki Airport",NA,"FI"
"Pier Mauá Heliport",NA,"BR"
"Pierce County-Thun Field",NA,"US"
"Pierrelatte",NA,"FR"
"Piet Retief Airport",NA,"ZA"
"Pietermaritzburg Airport","PZB","ZA"
"Pietersburg Civil",NA,"ZA"
"Pietersrus Airport",NA,"ZA"
"Pigeon Hole Airport",NA,"AU"
"Piggs Peak Airport",NA,"SZ"
"Pigüé Airport",NA,"AR"
"Pikangikum Airport","YPM","CA"
"Pike County Regional Airport - Hatcher Field","PVL","US"
"Pikwitonei Airport","PIW","CA"
"Pila Airport",NA,"PL"
"Pilanesberg International Airport","NTY","ZA"
"Pilão Arcado Airport",NA,"BR"
"Pilar Airport",NA,"AR"
"Osorno Pilauco Airport",NA,"CL"
"Pilgrims Rest Airport",NA,"ZA"
"Chaiten Pillan Airport",NA,"CL"
"Pilliga Airport",NA,"AU"
"Pilot Point Airport","PIP","US"
"Pilot Station Airport","PQS","US"
"Alta Floresta Aeroporto","AFL","BR"
"Pimaga Airport","PMP","PG"
"Pimenta Bueno Airport","PBQ","BR"
"Pinal Airpark","MZJ","US"
"Pinamalayan Airport",NA,"PH"
"Pinang Kampai Airport","DUM","ID"
"Pincher Creek Airport","WPC","CA"
"Pinckneyville Du Quoin Airport",NA,"US"
"Pińczów Airport",NA,"PL"
"Pindamonhangaba Airport",NA,"BR"
"Pindarra Hospital Helipad",NA,"AU"
"Pindiu Airport","PDI","PG"
"Pine Cay Airport","PIC","TC"
"Pine Creek Airport",NA,"AU"
"Pine Island Airport","DUF","US"
"Pine Ridge Airport","XPR","US"
"Pine River Regional Airport",NA,"US"
"Pinehouse Lake Airport","ZPO","CA"
"Pingelly Airport",NA,"AU"
"Pingtung North Air Force Base","PIF","TW"
"Pingtung South Air Force Base","PIF","TW"
"Pinheiro Airport","PHI","BR"
"Pinkafeld Airport",NA,"AT"
"Pinlebu Airport",NA,"MM"
"Pinnacle Airport",NA,"AU"
"Pinnacles Homestead Airport",NA,"AU"
"Pinnaroo Airport",NA,"AU"
"Pinnow",NA,"DE"
"Piolho Airport",NA,"BR"
"Piotrków Trybunalski-Bujny Airport",NA,"PL"
"Pipestone Municipal Airport",NA,"US"
"Pipi Airport",NA,"BR"
"Piquet Airport",NA,"BR"
"Piquiatuba Airport",NA,"BR"
"Piracaia Heliport",NA,"BR"
"Piracicaba Airport","QHB","BR"
"Piraeus Heliport",NA,"GR"
"Pirapora","PIV","BR"
"Piraquara Airport",NA,"BR"
"Pirassununga Airport",NA,"BR"
"Piratas Mall Heliport",NA,"BR"
"Piratininga Airport",NA,"BR"
"Piray Airport",NA,"BO"
"Pirelli - Laboratório Eng. Cabos Heliport",NA,"BR"
"Pirelli S/A Heliport",NA,"BR"
"Pirelli Sumaré Heliport","RWS","BR"
"Pires do Rio Heliport",NA,"BR"
"Pires do Rio Airport",NA,"BR"
"Andorra - La Seu d'Urgell Airport","LEU","ES"
"Piritiba Airport",NA,"BR"
"Pirmasens Airport",NA,"DE"
"Piscuri Airport",NA,"VE"
"Písek UL",NA,"CZ"
"Pishin Airport",NA,"PK"
"Piso Firme Airport",NA,"BO"
"Pista Canaã Airport",NA,"BR"
"Pista Comunidade São Domingos Airport",NA,"BR"
"Pista KRB Airport",NA,"BR"
"Pista PLA e Silva Airport",NA,"BR"
"Pista Santa Lúcia Airport",NA,"BR"
"Pista Santa Tereza Airport",NA,"BR"
"Pista São Jorge Airport",NA,"BR"
"Pista São Pedro Airport",NA,"BR"
"Pista Sol Nascente Airport",NA,"BR"
"Pitai Airport",NA,"BO"
"Pitea",NA,"SE"
"Pithiviers",NA,"FR"
"Pithorgarh Airport",NA,"IN"
"Pitts Town Airport","PWN","BS"
"Butler-Graham Airport","BTP","US"
"Pittsfield Penstone Municipal Airport",NA,"US"
"Pittsfield Municipal Airport","PSF","US"
"Pittsworth Airport",NA,"AU"
"Pitu Airport","OTI","ID"
"Piumhi Airport",NA,"BR"
